threshold,AnnRet,Sharpe,MaxDD
0.01,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.02,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.03,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.04,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.05,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.06,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.07,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.08,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.09,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.1,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.11,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.12,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.13,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.14,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.15,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.16,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.17,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.18,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.19,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.2,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.21,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.22,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.23,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.24,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.25,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.26,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.27,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.28,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.29,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.3,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.31,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.32,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.33,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.34,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.35,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.36,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.37,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.38,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.39,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.4,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.41,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.42,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.43,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.44,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.45,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.46,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.47,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.48,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.49,0.12940648946175903,0.9181942446298453,-0.2790739495269132
0.5,0.12940648946175903,0.9181942446298453,-0.2790739495269132
